model_name,type,n_epochs,base_batch_gaussian_loss,base_batch_mse_loss,base_batch_delta_mean,base_batch_delta_std,tm_batch_gaussian_loss,tm_batch_mse_loss,tm_batch_delta_mean,tm_batch_delta_std,api_batch_gaussian_loss,api_batch_mse_loss,api_batch_delta_mean,api_batch_delta_std
resnet_V2,train,40,3.865805724118207,871.7528319487701,42.21943985603952,29.16427060720083,2.338893506364427,53.18879458306125,-0.3686987332972218,7.020823885166386,1.4623993142616658,13.21330616213908,1.181682660761786,3.3444048951504954
resnet_V2,test,40,3.861065093693414,866.6684880761297,40.53969414960231,28.477775273003797,2.338893506364427,53.18879458306125,-0.3686987332972218,7.020823885166386,1.6021549934206378,15.36225267673652,-0.3311750680034239,3.840579342390988
transformer_V2,train,40,3.8792795932615127,886.8824458931588,42.033691903191645,29.49188863084123,2.495010840080192,52.38575785644274,-0.415220386204025,6.906885419190139,1.476217319246543,13.724649953275842,1.1811642847737007,3.061278015826574
transformer_V2,test,40,3.876037900442696,883.2946107670762,42.40623037449485,29.789345483800503,2.495010840080192,52.38575785644274,-0.415220386204025,6.906885419190139,1.47645850321233,13.51605514406966,0.8639139410756205,3.0859975879127086
resnet_V3,train,48,3.740569889503377,352.73200858472177,50.12559051621356,29.84808601993192,2.379135487024096,56.46850811400377,-0.1986379922264444,7.609684260697455,1.6858676749302608,19.97502798623148,1.5260871529939806,4.299689810765186
resnet_V3,test,48,3.716743210671653,347.08431491045883,50.17936662485901,29.91149665939976,2.379135487024096,56.46850811400377,-0.1986379922264444,7.609684260697455,1.6341008031372093,19.45742706696934,2.14522981890191,3.906313619469384
transformer_V3,train,48,3.785546756,382.8213826,49.19229879,31.36562635,2.401709804,53.40070713,-0.266653666,6.798087753,1.671344421,20.89386102,1.519227789,3.737817061
transformer_V3,test,48,3.802538043008724,403.29779830717706,48.248211691413125,30.79381851948483,2.4017098037474747,53.40070713315114,-0.2666536661807445,6.798087753034765,1.6990143874660737,30.12500725649621,1.447179015796592,4.019414387103788
