id,group,transportation,round,start_time,target_time,start_point,target_point,call_time_TimeMachine,path_TimeMachine,sub_path_time_TimeMachine,path_time_TimeMachine,cur_time,cur_point,call_time_LastAPI,call_point_LastAPI,path_LastAPI,path_time_LastAPI,req_leaving_time,sub_path_time_LastAPI,weather,path_time_ans,event
0_2024-12-19T03:31:38+0900,realtime,car_kakao,0,2024-12-19T02:48:22+0900,2024-12-19T03:31:38+0900,"(37.26977219690085, 127.12728493912411, '0')","(37.40256089, 127.2193371, '0')",2024-12-19T02:50:20+0900,"[(37.26975290376421, 127.12725475577062), (37.27619084613519, 127.11605559063365), (37.287997687124985, 127.10910588947226), (37.30639272355137, 127.10606953703696), (37.32288530540653, 127.10878549349039), (37.32575720040206, 127.10909927310368), (37.32630436852572, 127.1096186550138), (37.378147953744005, 127.24136634555231), (37.39644573228159, 127.23582466252958), (37.40252806167898, 127.21929265719481)]","[((37.26975290376421, 127.12725475577062), (37.27619084613519, 127.11605559063365), 178), ((37.27619084613519, 127.11605559063365), (37.287997687124985, 127.10910588947226), 245), ((37.287997687124985, 127.10910588947226), (37.30639272355137, 127.10606953703696), 385), ((37.30639272355137, 127.10606953703696), (37.32288530540653, 127.10878549349039), 206), ((37.32288530540653, 127.10878549349039), (37.32575720040206, 127.10909927310368), 56), ((37.32575720040206, 127.10909927310368), (37.32630436852572, 127.1096186550138), 19), ((37.32630436852572, 127.1096186550138), (37.378147953744005, 127.24136634555231), 961), ((37.378147953744005, 127.24136634555231), (37.39644573228159, 127.23582466252958), 232), ((37.39644573228159, 127.23582466252958), (37.40252806167898, 127.21929265719481), 196)]",2478,2024-12-19T02:48:22+0900,"(37.26977219690085, 127.12728493912411, '0')",,,,,2024-12-19T02:42:20+0900,"[((37.26975290376421, 127.12725475577062), (37.27619084613519, 127.11605559063365), 178), ((37.27619084613519, 127.11605559063365), (37.287997687124985, 127.10910588947226), 245), ((37.287997687124985, 127.10910588947226), (37.30639272355137, 127.10606953703696), 385), ((37.30639272355137, 127.10606953703696), (37.32288530540653, 127.10878549349039), 206), ((37.32288530540653, 127.10878549349039), (37.32575720040206, 127.10909927310368), 56), ((37.32575720040206, 127.10909927310368), (37.32630436852572, 127.1096186550138), 19), ((37.32630436852572, 127.1096186550138), (37.378147953744005, 127.24136634555231), 961), ((37.378147953744005, 127.24136634555231), (37.39644573228159, 127.23582466252958), 232), ((37.39644573228159, 127.23582466252958), (37.40252806167898, 127.21929265719481), 196)]",,0,
0_2024-12-19T03:48:04+0900,realtime,car_kakao,0,2024-12-19T02:48:26+0900,2024-12-19T03:48:04+0900,"(37.64117968061883, 127.02544781714795, '0')","(37.63563866, 126.87014006, '0')",2024-12-19T03:01:26+0900,"[(37.641280162983264, 127.02533407358003), (37.64115517492631, 127.02518964586613), (37.63965538700844, 127.02727560945925), (37.60989223438011, 127.03013175161891), (37.60909510707816, 127.03025398536819), (37.60894790287826, 127.03030398499675), (37.604226257245706, 127.03182620273147), (37.60391517351868, 127.03133736724311), (37.609883215998295, 126.99198245204859), (37.60596386637695, 126.97187606330257), (37.59586468118988, 126.9518087349929), (37.594967502426066, 126.94841184793684), (37.59271214639576, 126.94490667587328), (37.592184409795045, 126.9437790158654), (37.591784426005425, 126.9420875147675), (37.60081659779181, 126.9359072671418), (37.601583035572745, 126.92811073432445), (37.63411163027421, 126.87488411521613), (37.63556697586152, 126.87261761428739), (37.634394868182135, 126.87139275924945), (37.634811474624655, 126.87073725175202), (37.63588634437404, 126.87045113636276), (37.635619704178644, 126.87019561167448), (37.635655809745096, 126.87012061749957)]","[((37.641280162983264, 127.02533407358003), (37.64115517492631, 127.02518964586613), 35), ((37.64115517492631, 127.02518964586613), (37.63965538700844, 127.02727560945925), 68), ((37.63965538700844, 127.02727560945925), (37.60989223438011, 127.03013175161891), 565), ((37.60989223438011, 127.03013175161891), (37.60909510707816, 127.03025398536819), 18), ((37.60909510707816, 127.03025398536819), (37.60894790287826, 127.03030398499675), 3), ((37.60894790287826, 127.03030398499675), (37.604226257245706, 127.03182620273147), 124), ((37.604226257245706, 127.03182620273147), (37.60391517351868, 127.03133736724311), 8), ((37.60391517351868, 127.03133736724311), (37.609883215998295, 126.99198245204859), 219), ((37.609883215998295, 126.99198245204859), (37.60596386637695, 126.97187606330257), 95), ((37.60596386637695, 126.97187606330257), (37.59586468118988, 126.9518087349929), 118), ((37.59586468118988, 126.9518087349929), (37.594967502426066, 126.94841184793684), 27), ((37.594967502426066, 126.94841184793684), (37.59271214639576, 126.94490667587328), 35), ((37.59271214639576, 126.94490667587328), (37.592184409795045, 126.9437790158654), 40), ((37.592184409795045, 126.9437790158654), (37.591784426005425, 126.9420875147675), 49), ((37.591784426005425, 126.9420875147675), (37.60081659779181, 126.9359072671418), 173), ((37.60081659779181, 126.9359072671418), (37.601583035572745, 126.92811073432445), 134), ((37.601583035572745, 126.92811073432445), (37.63411163027421, 126.87488411521613), 824), ((37.63411163027421, 126.87488411521613), (37.63556697586152, 126.87261761428739), 104), ((37.63556697586152, 126.87261761428739), (37.634394868182135, 126.87139275924945), 63), ((37.634394868182135, 126.87139275924945), (37.634811474624655, 126.87073725175202), 37), ((37.634811474624655, 126.87073725175202), (37.63588634437404, 126.87045113636276), 55), ((37.63588634437404, 126.87045113636276), (37.635619704178644, 126.87019561167448), 3), ((37.635619704178644, 126.87019561167448), (37.635655809745096, 126.87012061749957), 1)]",2798,2024-12-19T02:48:26+0900,"(37.64117968061883, 127.02544781714795, '0')",,,,,2024-12-19T02:53:26+0900,"[((37.641280162983264, 127.02533407358003), (37.64115517492631, 127.02518964586613), 35), ((37.64115517492631, 127.02518964586613), (37.63965538700844, 127.02727560945925), 68), ((37.63965538700844, 127.02727560945925), (37.60989223438011, 127.03013175161891), 565), ((37.60989223438011, 127.03013175161891), (37.60909510707816, 127.03025398536819), 18), ((37.60909510707816, 127.03025398536819), (37.60894790287826, 127.03030398499675), 3), ((37.60894790287826, 127.03030398499675), (37.604226257245706, 127.03182620273147), 124), ((37.604226257245706, 127.03182620273147), (37.60391517351868, 127.03133736724311), 8), ((37.60391517351868, 127.03133736724311), (37.609883215998295, 126.99198245204859), 219), ((37.609883215998295, 126.99198245204859), (37.60596386637695, 126.97187606330257), 95), ((37.60596386637695, 126.97187606330257), (37.59586468118988, 126.9518087349929), 118), ((37.59586468118988, 126.9518087349929), (37.594967502426066, 126.94841184793684), 27), ((37.594967502426066, 126.94841184793684), (37.59271214639576, 126.94490667587328), 35), ((37.59271214639576, 126.94490667587328), (37.592184409795045, 126.9437790158654), 40), ((37.592184409795045, 126.9437790158654), (37.591784426005425, 126.9420875147675), 49), ((37.591784426005425, 126.9420875147675), (37.60081659779181, 126.9359072671418), 173), ((37.60081659779181, 126.9359072671418), (37.601583035572745, 126.92811073432445), 134), ((37.601583035572745, 126.92811073432445), (37.63411163027421, 126.87488411521613), 824), ((37.63411163027421, 126.87488411521613), (37.63556697586152, 126.87261761428739), 104), ((37.63556697586152, 126.87261761428739), (37.634394868182135, 126.87139275924945), 63), ((37.634394868182135, 126.87139275924945), (37.634811474624655, 126.87073725175202), 37), ((37.634811474624655, 126.87073725175202), (37.63588634437404, 126.87045113636276), 55), ((37.63588634437404, 126.87045113636276), (37.635619704178644, 126.87019561167448), 3), ((37.635619704178644, 126.87019561167448), (37.635655809745096, 126.87012061749957), 1)]",,0,
0_2024-12-19T04:01:52+0900,realtime,car_kakao,0,2024-12-19T02:48:26+0900,2024-12-19T04:01:52+0900,"(37.64853076338204, 127.25601626133307, '0')","(37.24518771, 127.0789376, '0')",2024-12-19T03:02:48+0900,"[(37.64933340830569, 127.25639889819568), (37.64949172120946, 127.25628779264649), (37.649647258527516, 127.25627945559727), (37.651655366236696, 127.25671269170165), (37.651885893065874, 127.2566071391241), (37.65195532893081, 127.25657936187766), (37.65385511842356, 127.25715147733324), (37.65463557306641, 127.25659317237923), (37.6435894487629, 127.2463360907803), (37.59152748077708, 127.17170548935287), (37.58144233442001, 127.16024015461365), (37.581389556144885, 127.1598735228307), (37.58077571187544, 127.15839589709826), (37.5324430621636, 127.19286358461147), (37.407058691382225, 127.09838684320424), (37.39891520880151, 127.09933976430517), (37.2655585225128, 127.10367923365092), (37.267980446496644, 127.10269036651702), (37.27042178266113, 127.10002665074225), (37.27051899153348, 127.09990999192985), (37.27101612751003, 127.09831012309377), (37.270021790033695, 127.09785185921208), (37.26269766200399, 127.09917138935609), (37.247685142356964, 127.07853201497758), (37.24515210291898, 127.07856263865357)]","[((37.64933340830569, 127.25639889819568), (37.64949172120946, 127.25628779264649), 2), ((37.64949172120946, 127.25628779264649), (37.649647258527516, 127.25627945559727), 2), ((37.649647258527516, 127.25627945559727), (37.651655366236696, 127.25671269170165), 34), ((37.651655366236696, 127.25671269170165), (37.651885893065874, 127.2566071391241), 3), ((37.651885893065874, 127.2566071391241), (37.65195532893081, 127.25657936187766), 1), ((37.65195532893081, 127.25657936187766), (37.65385511842356, 127.25715147733324), 66), ((37.65385511842356, 127.25715147733324), (37.65463557306641, 127.25659317237923), 12), ((37.65463557306641, 127.25659317237923), (37.6435894487629, 127.2463360907803), 80), ((37.6435894487629, 127.2463360907803), (37.59152748077708, 127.17170548935287), 424), ((37.59152748077708, 127.17170548935287), (37.58144233442001, 127.16024015461365), 98), ((37.58144233442001, 127.16024015461365), (37.581389556144885, 127.1598735228307), 21), ((37.581389556144885, 127.1598735228307), (37.58077571187544, 127.15839589709826), 30), ((37.58077571187544, 127.15839589709826), (37.5324430621636, 127.19286358461147), 324), ((37.5324430621636, 127.19286358461147), (37.407058691382225, 127.09838684320424), 910), ((37.407058691382225, 127.09838684320424), (37.39891520880151, 127.09933976430517), 109), ((37.39891520880151, 127.09933976430517), (37.2655585225128, 127.10367923365092), 681), ((37.2655585225128, 127.10367923365092), (37.267980446496644, 127.10269036651702), 91), ((37.267980446496644, 127.10269036651702), (37.27042178266113, 127.10002665074225), 26), ((37.27042178266113, 127.10002665074225), (37.27051899153348, 127.09990999192985), 1), ((37.27051899153348, 127.09990999192985), (37.27101612751003, 127.09831012309377), 12), ((37.27101612751003, 127.09831012309377), (37.270021790033695, 127.09785185921208), 71), ((37.270021790033695, 127.09785185921208), (37.26269766200399, 127.09917138935609), 99), ((37.26269766200399, 127.09917138935609), (37.247685142356964, 127.07853201497758), 413), ((37.247685142356964, 127.07853201497758), (37.24515210291898, 127.07856263865357), 34)]",3544,2024-12-19T02:48:26+0900,"(37.64853076338204, 127.25601626133307, '0')",,,,,2024-12-19T02:54:48+0900,"[((37.64933340830569, 127.25639889819568), (37.64949172120946, 127.25628779264649), 2), ((37.64949172120946, 127.25628779264649), (37.649647258527516, 127.25627945559727), 2), ((37.649647258527516, 127.25627945559727), (37.651655366236696, 127.25671269170165), 34), ((37.651655366236696, 127.25671269170165), (37.651885893065874, 127.2566071391241), 3), ((37.651885893065874, 127.2566071391241), (37.65195532893081, 127.25657936187766), 1), ((37.65195532893081, 127.25657936187766), (37.65385511842356, 127.25715147733324), 66), ((37.65385511842356, 127.25715147733324), (37.65463557306641, 127.25659317237923), 12), ((37.65463557306641, 127.25659317237923), (37.6435894487629, 127.2463360907803), 80), ((37.6435894487629, 127.2463360907803), (37.59152748077708, 127.17170548935287), 424), ((37.59152748077708, 127.17170548935287), (37.58144233442001, 127.16024015461365), 98), ((37.58144233442001, 127.16024015461365), (37.581389556144885, 127.1598735228307), 21), ((37.581389556144885, 127.1598735228307), (37.58077571187544, 127.15839589709826), 30), ((37.58077571187544, 127.15839589709826), (37.5324430621636, 127.19286358461147), 324), ((37.5324430621636, 127.19286358461147), (37.407058691382225, 127.09838684320424), 910), ((37.407058691382225, 127.09838684320424), (37.39891520880151, 127.09933976430517), 109), ((37.39891520880151, 127.09933976430517), (37.2655585225128, 127.10367923365092), 681), ((37.2655585225128, 127.10367923365092), (37.267980446496644, 127.10269036651702), 91), ((37.267980446496644, 127.10269036651702), (37.27042178266113, 127.10002665074225), 26), ((37.27042178266113, 127.10002665074225), (37.27051899153348, 127.09990999192985), 1), ((37.27051899153348, 127.09990999192985), (37.27101612751003, 127.09831012309377), 12), ((37.27101612751003, 127.09831012309377), (37.270021790033695, 127.09785185921208), 71), ((37.270021790033695, 127.09785185921208), (37.26269766200399, 127.09917138935609), 99), ((37.26269766200399, 127.09917138935609), (37.247685142356964, 127.07853201497758), 413), ((37.247685142356964, 127.07853201497758), (37.24515210291898, 127.07856263865357), 34)]",,0,
0_2024-12-19T03:31:38+0900,realtime,car_kakao,0,2024-12-19T02:48:28+0900,2024-12-19T03:31:38+0900,"(37.26977219690085, 127.12728493912411, '0')","(37.40256089, 127.2193371, '0')",2024-12-19T02:50:20+0900,"[(37.26975290376421, 127.12725475577062), (37.27619084613519, 127.11605559063365), (37.287997687124985, 127.10910588947226), (37.30639272355137, 127.10606953703696), (37.32288530540653, 127.10878549349039), (37.32575720040206, 127.10909927310368), (37.32630436852572, 127.1096186550138), (37.378147953744005, 127.24136634555231), (37.39644573228159, 127.23582466252958), (37.40252806167898, 127.21929265719481)]","[((37.26975290376421, 127.12725475577062), (37.27619084613519, 127.11605559063365), 178), ((37.27619084613519, 127.11605559063365), (37.287997687124985, 127.10910588947226), 245), ((37.287997687124985, 127.10910588947226), (37.30639272355137, 127.10606953703696), 385), ((37.30639272355137, 127.10606953703696), (37.32288530540653, 127.10878549349039), 206), ((37.32288530540653, 127.10878549349039), (37.32575720040206, 127.10909927310368), 56), ((37.32575720040206, 127.10909927310368), (37.32630436852572, 127.1096186550138), 19), ((37.32630436852572, 127.1096186550138), (37.378147953744005, 127.24136634555231), 961), ((37.378147953744005, 127.24136634555231), (37.39644573228159, 127.23582466252958), 232), ((37.39644573228159, 127.23582466252958), (37.40252806167898, 127.21929265719481), 196)]",2478,2024-12-19T02:48:28+0900,"(37.26977219690085, 127.12728493912411, '0')",,,,,2024-12-19T02:42:20+0900,"[((37.26975290376421, 127.12725475577062), (37.27619084613519, 127.11605559063365), 178), ((37.27619084613519, 127.11605559063365), (37.287997687124985, 127.10910588947226), 245), ((37.287997687124985, 127.10910588947226), (37.30639272355137, 127.10606953703696), 385), ((37.30639272355137, 127.10606953703696), (37.32288530540653, 127.10878549349039), 206), ((37.32288530540653, 127.10878549349039), (37.32575720040206, 127.10909927310368), 56), ((37.32575720040206, 127.10909927310368), (37.32630436852572, 127.1096186550138), 19), ((37.32630436852572, 127.1096186550138), (37.378147953744005, 127.24136634555231), 961), ((37.378147953744005, 127.24136634555231), (37.39644573228159, 127.23582466252958), 232), ((37.39644573228159, 127.23582466252958), (37.40252806167898, 127.21929265719481), 196)]",,0,
0_2024-12-19T03:48:04+0900,realtime,car_kakao,0,2024-12-19T02:48:34+0900,2024-12-19T03:48:04+0900,"(37.64117968061883, 127.02544781714795, '0')","(37.63563866, 126.87014006, '0')",2024-12-19T03:01:26+0900,"[(37.641280162983264, 127.02533407358003), (37.64115517492631, 127.02518964586613), (37.63965538700844, 127.02727560945925), (37.60989223438011, 127.03013175161891), (37.60909510707816, 127.03025398536819), (37.60894790287826, 127.03030398499675), (37.604226257245706, 127.03182620273147), (37.60391517351868, 127.03133736724311), (37.609883215998295, 126.99198245204859), (37.60596386637695, 126.97187606330257), (37.59586468118988, 126.9518087349929), (37.594967502426066, 126.94841184793684), (37.59271214639576, 126.94490667587328), (37.592184409795045, 126.9437790158654), (37.591784426005425, 126.9420875147675), (37.60081659779181, 126.9359072671418), (37.601583035572745, 126.92811073432445), (37.63411163027421, 126.87488411521613), (37.63556697586152, 126.87261761428739), (37.634394868182135, 126.87139275924945), (37.634811474624655, 126.87073725175202), (37.63588634437404, 126.87045113636276), (37.635619704178644, 126.87019561167448), (37.635655809745096, 126.87012061749957)]","[((37.641280162983264, 127.02533407358003), (37.64115517492631, 127.02518964586613), 35), ((37.64115517492631, 127.02518964586613), (37.63965538700844, 127.02727560945925), 68), ((37.63965538700844, 127.02727560945925), (37.60989223438011, 127.03013175161891), 565), ((37.60989223438011, 127.03013175161891), (37.60909510707816, 127.03025398536819), 18), ((37.60909510707816, 127.03025398536819), (37.60894790287826, 127.03030398499675), 3), ((37.60894790287826, 127.03030398499675), (37.604226257245706, 127.03182620273147), 124), ((37.604226257245706, 127.03182620273147), (37.60391517351868, 127.03133736724311), 8), ((37.60391517351868, 127.03133736724311), (37.609883215998295, 126.99198245204859), 219), ((37.609883215998295, 126.99198245204859), (37.60596386637695, 126.97187606330257), 95), ((37.60596386637695, 126.97187606330257), (37.59586468118988, 126.9518087349929), 118), ((37.59586468118988, 126.9518087349929), (37.594967502426066, 126.94841184793684), 27), ((37.594967502426066, 126.94841184793684), (37.59271214639576, 126.94490667587328), 35), ((37.59271214639576, 126.94490667587328), (37.592184409795045, 126.9437790158654), 40), ((37.592184409795045, 126.9437790158654), (37.591784426005425, 126.9420875147675), 49), ((37.591784426005425, 126.9420875147675), (37.60081659779181, 126.9359072671418), 173), ((37.60081659779181, 126.9359072671418), (37.601583035572745, 126.92811073432445), 134), ((37.601583035572745, 126.92811073432445), (37.63411163027421, 126.87488411521613), 824), ((37.63411163027421, 126.87488411521613), (37.63556697586152, 126.87261761428739), 104), ((37.63556697586152, 126.87261761428739), (37.634394868182135, 126.87139275924945), 63), ((37.634394868182135, 126.87139275924945), (37.634811474624655, 126.87073725175202), 37), ((37.634811474624655, 126.87073725175202), (37.63588634437404, 126.87045113636276), 55), ((37.63588634437404, 126.87045113636276), (37.635619704178644, 126.87019561167448), 3), ((37.635619704178644, 126.87019561167448), (37.635655809745096, 126.87012061749957), 1)]",2798,2024-12-19T02:48:34+0900,"(37.64117968061883, 127.02544781714795, '0')",,,,,2024-12-19T02:53:26+0900,"[((37.641280162983264, 127.02533407358003), (37.64115517492631, 127.02518964586613), 35), ((37.64115517492631, 127.02518964586613), (37.63965538700844, 127.02727560945925), 68), ((37.63965538700844, 127.02727560945925), (37.60989223438011, 127.03013175161891), 565), ((37.60989223438011, 127.03013175161891), (37.60909510707816, 127.03025398536819), 18), ((37.60909510707816, 127.03025398536819), (37.60894790287826, 127.03030398499675), 3), ((37.60894790287826, 127.03030398499675), (37.604226257245706, 127.03182620273147), 124), ((37.604226257245706, 127.03182620273147), (37.60391517351868, 127.03133736724311), 8), ((37.60391517351868, 127.03133736724311), (37.609883215998295, 126.99198245204859), 219), ((37.609883215998295, 126.99198245204859), (37.60596386637695, 126.97187606330257), 95), ((37.60596386637695, 126.97187606330257), (37.59586468118988, 126.9518087349929), 118), ((37.59586468118988, 126.9518087349929), (37.594967502426066, 126.94841184793684), 27), ((37.594967502426066, 126.94841184793684), (37.59271214639576, 126.94490667587328), 35), ((37.59271214639576, 126.94490667587328), (37.592184409795045, 126.9437790158654), 40), ((37.592184409795045, 126.9437790158654), (37.591784426005425, 126.9420875147675), 49), ((37.591784426005425, 126.9420875147675), (37.60081659779181, 126.9359072671418), 173), ((37.60081659779181, 126.9359072671418), (37.601583035572745, 126.92811073432445), 134), ((37.601583035572745, 126.92811073432445), (37.63411163027421, 126.87488411521613), 824), ((37.63411163027421, 126.87488411521613), (37.63556697586152, 126.87261761428739), 104), ((37.63556697586152, 126.87261761428739), (37.634394868182135, 126.87139275924945), 63), ((37.634394868182135, 126.87139275924945), (37.634811474624655, 126.87073725175202), 37), ((37.634811474624655, 126.87073725175202), (37.63588634437404, 126.87045113636276), 55), ((37.63588634437404, 126.87045113636276), (37.635619704178644, 126.87019561167448), 3), ((37.635619704178644, 126.87019561167448), (37.635655809745096, 126.87012061749957), 1)]",,0,
0_2024-12-19T04:01:52+0900,realtime,car_kakao,0,2024-12-19T02:48:35+0900,2024-12-19T04:01:52+0900,"(37.64853076338204, 127.25601626133307, '0')","(37.24518771, 127.0789376, '0')",2024-12-19T03:02:48+0900,"[(37.64933340830569, 127.25639889819568), (37.64949172120946, 127.25628779264649), (37.649647258527516, 127.25627945559727), (37.651655366236696, 127.25671269170165), (37.651885893065874, 127.2566071391241), (37.65195532893081, 127.25657936187766), (37.65385511842356, 127.25715147733324), (37.65463557306641, 127.25659317237923), (37.6435894487629, 127.2463360907803), (37.59152748077708, 127.17170548935287), (37.58144233442001, 127.16024015461365), (37.581389556144885, 127.1598735228307), (37.58077571187544, 127.15839589709826), (37.5324430621636, 127.19286358461147), (37.407058691382225, 127.09838684320424), (37.39891520880151, 127.09933976430517), (37.2655585225128, 127.10367923365092), (37.267980446496644, 127.10269036651702), (37.27042178266113, 127.10002665074225), (37.27051899153348, 127.09990999192985), (37.27101612751003, 127.09831012309377), (37.270021790033695, 127.09785185921208), (37.26269766200399, 127.09917138935609), (37.247685142356964, 127.07853201497758), (37.24515210291898, 127.07856263865357)]","[((37.64933340830569, 127.25639889819568), (37.64949172120946, 127.25628779264649), 2), ((37.64949172120946, 127.25628779264649), (37.649647258527516, 127.25627945559727), 2), ((37.649647258527516, 127.25627945559727), (37.651655366236696, 127.25671269170165), 34), ((37.651655366236696, 127.25671269170165), (37.651885893065874, 127.2566071391241), 3), ((37.651885893065874, 127.2566071391241), (37.65195532893081, 127.25657936187766), 1), ((37.65195532893081, 127.25657936187766), (37.65385511842356, 127.25715147733324), 66), ((37.65385511842356, 127.25715147733324), (37.65463557306641, 127.25659317237923), 12), ((37.65463557306641, 127.25659317237923), (37.6435894487629, 127.2463360907803), 80), ((37.6435894487629, 127.2463360907803), (37.59152748077708, 127.17170548935287), 424), ((37.59152748077708, 127.17170548935287), (37.58144233442001, 127.16024015461365), 98), ((37.58144233442001, 127.16024015461365), (37.581389556144885, 127.1598735228307), 21), ((37.581389556144885, 127.1598735228307), (37.58077571187544, 127.15839589709826), 30), ((37.58077571187544, 127.15839589709826), (37.5324430621636, 127.19286358461147), 324), ((37.5324430621636, 127.19286358461147), (37.407058691382225, 127.09838684320424), 910), ((37.407058691382225, 127.09838684320424), (37.39891520880151, 127.09933976430517), 109), ((37.39891520880151, 127.09933976430517), (37.2655585225128, 127.10367923365092), 681), ((37.2655585225128, 127.10367923365092), (37.267980446496644, 127.10269036651702), 91), ((37.267980446496644, 127.10269036651702), (37.27042178266113, 127.10002665074225), 26), ((37.27042178266113, 127.10002665074225), (37.27051899153348, 127.09990999192985), 1), ((37.27051899153348, 127.09990999192985), (37.27101612751003, 127.09831012309377), 12), ((37.27101612751003, 127.09831012309377), (37.270021790033695, 127.09785185921208), 71), ((37.270021790033695, 127.09785185921208), (37.26269766200399, 127.09917138935609), 99), ((37.26269766200399, 127.09917138935609), (37.247685142356964, 127.07853201497758), 413), ((37.247685142356964, 127.07853201497758), (37.24515210291898, 127.07856263865357), 34)]",3544,2024-12-19T02:48:35+0900,"(37.64853076338204, 127.25601626133307, '0')",,,,,2024-12-19T02:54:48+0900,"[((37.64933340830569, 127.25639889819568), (37.64949172120946, 127.25628779264649), 2), ((37.64949172120946, 127.25628779264649), (37.649647258527516, 127.25627945559727), 2), ((37.649647258527516, 127.25627945559727), (37.651655366236696, 127.25671269170165), 34), ((37.651655366236696, 127.25671269170165), (37.651885893065874, 127.2566071391241), 3), ((37.651885893065874, 127.2566071391241), (37.65195532893081, 127.25657936187766), 1), ((37.65195532893081, 127.25657936187766), (37.65385511842356, 127.25715147733324), 66), ((37.65385511842356, 127.25715147733324), (37.65463557306641, 127.25659317237923), 12), ((37.65463557306641, 127.25659317237923), (37.6435894487629, 127.2463360907803), 80), ((37.6435894487629, 127.2463360907803), (37.59152748077708, 127.17170548935287), 424), ((37.59152748077708, 127.17170548935287), (37.58144233442001, 127.16024015461365), 98), ((37.58144233442001, 127.16024015461365), (37.581389556144885, 127.1598735228307), 21), ((37.581389556144885, 127.1598735228307), (37.58077571187544, 127.15839589709826), 30), ((37.58077571187544, 127.15839589709826), (37.5324430621636, 127.19286358461147), 324), ((37.5324430621636, 127.19286358461147), (37.407058691382225, 127.09838684320424), 910), ((37.407058691382225, 127.09838684320424), (37.39891520880151, 127.09933976430517), 109), ((37.39891520880151, 127.09933976430517), (37.2655585225128, 127.10367923365092), 681), ((37.2655585225128, 127.10367923365092), (37.267980446496644, 127.10269036651702), 91), ((37.267980446496644, 127.10269036651702), (37.27042178266113, 127.10002665074225), 26), ((37.27042178266113, 127.10002665074225), (37.27051899153348, 127.09990999192985), 1), ((37.27051899153348, 127.09990999192985), (37.27101612751003, 127.09831012309377), 12), ((37.27101612751003, 127.09831012309377), (37.270021790033695, 127.09785185921208), 71), ((37.270021790033695, 127.09785185921208), (37.26269766200399, 127.09917138935609), 99), ((37.26269766200399, 127.09917138935609), (37.247685142356964, 127.07853201497758), 413), ((37.247685142356964, 127.07853201497758), (37.24515210291898, 127.07856263865357), 34)]",,0,
